'Ehdokasnumero';'Kuntanumero';'Etunimet';'Sukunimi';'Arvo/ammatti/tehtava';'Vaalipiiri/Kunta';'Puolue';'Saapumispaiva';'Muokkauspaiva';'Ehdokkaan mahdollisen tukiryhman nimi';'Vaalirahoitukseni ei ole ylittanyt 800 euroa';'Vaalikampanjan kulut yhteensa';'Sanoma- ilmaisjakelu- ja aikakauslehdet';'Radio';'Televisio';'Tietoverkot';'Muut viestintavalineet';'Ulkomainonta';'Vaalilehtien esitteiden ja muun painetun materiaalin hankinta';'Mainonnan suunnittelu';'Vaalitilaisuudet';'Vastikeellisen tuen hankintakulut';'Muut kulut';'Vaalikampanjan rahoitus yhteensa';'2.1 Rahoitus sisaltaa omia varoja yhteensa';'2.2 Rahoitus sisaltaa ehdokkaan ja tukiryhman ottamia lainoja yhteensa';'2.3 Rahoitus sisaltaa yksityishenkiloilta saatua tukea yhteensa';'2.3 Ei sisalla yhtaan vahintaan 800 euron tukisuoritusta yksityishenkilolta ("x")';'2.3 Rahoitus sisaltaa yksityishenkiloilta saatua tukea yhteensa lisatietokentan teksti';'2.4 Rahoitus sisaltaa yrityksilta saatua tukea yhteensa';'2.4 Ei sisalla yhtaan vahintaan 800 euron tukisuoritusta yrityksilta ("x")';'2.4 Rahoitus sisaltaa yrityksilta saatua tukea yhteensa lisatietokentan teksti';'2.5 Rahoitus sisaltaa puolueelta saatua tukea yhteensa';'2.5 Ei sisalla yhtaan vahintaan 800 euron tukisuoritusta puolueelta ("x")';'2.5 Rahoitus sisaltaa puolueelta saatua tukea yhteensa lisatietokentan teksti';'2.6 Rahoitus sisaltaa puolueyhdistyksilta saatua tukea yhteensa';'2.6 Ei sisalla yhtaan vahintaan 800 euron tukisuoritusta puolueyhdistyksilta ("x")';'2.6 Rahoitus sisaltaa puolueyhdistyksilta saatua tukea yhteensa lisatietokentan teksti';'2.7 Rahoitus sisaltaa muilta tahoilta saatua tukea yhteensa';'2.7 Ei sisalla yhtaan vahintaan 800 euron tukisuoritusta muilta tahoilta ("x")';'2.7 Rahoitus sisaltaa muilta tahoilta saatua tukea yhteensa lisatietokentan teksti';'2.8 Rahoitus sisaltaa valitettya tukea yhteensa';'E. vapaaehtoinen erittely'
'0072';'301';'Henry';'Penttilä';'työnjohtaja';'Kurikka';'VAS';'15.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0078';'301';'Mikki';'Paajanen';'taiteilija, opettaja';'Kurikka';'VIHR';'11.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0080';'301';'Liisa';'Ala-Käkelä';'kauppatieteiden maisteri';'Kurikka';'KOK';'08.05.2017';'';'';'';'1422';'1422';'';'';'';'';'';'';'';'';'';'';'1422';'1422';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';'Ilmoituskulut 1422 e on maksettu itse.  Ei tukia.'
'0121';'301';'Juha';'Hietikko';'yrittäjä';'Kurikka';'KESK';'15.06.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0082';'301';'Aku';'Autio';'opiskelija';'Kurikka';'KOK';'29.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0085';'301';'Riku';'Hirsimäki';'ylioppilas, varusmies';'Kurikka';'KOK';'10.06.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0087';'301';'Maire';'Hämeenniemi';'kasvatustieteiden maisteri, eläkeläinen';'Kurikka';'KOK';'08.06.2017';'08.06.2017';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';'Oma rahoitus vaaleihin 550,05e, joka käytetty lehtimainoksiin Jalasjärven-Peräseinäjoen Kunnallissanomissa'
'0088';'301';'Jari';'Isohella';'yrittäjä, toimitusjohtaja';'Kurikka';'KOK';'29.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';'Ilmoituskulut 181,95, ei muita kuluja. Rahoitus itseltäni.'
'0089';'301';'Sami';'Keskinen';'palomies';'Kurikka';'KOK';'07.05.2017';'';'';'';'1098,49';'242,41';'0';'0';'0';'0';'346,76';'459,32';'0';'0';'0';'50';'1098,49';'998,49';'0';'100';'X';'';'0';'X';'';'0';'X';'';'0';'X';'';'0';'X';'';'0';''
'0090';'301';'Pauli';'Keski-Valkama';'yrittäjä';'Kurikka';'KOK';'18.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0091';'301';'Esa';'Kivelä';'lähihoitaja';'Kurikka';'KOK';'08.08.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0092';'301';'Erja';'Kivineva';'psykologi, psykoterapeutti';'Kurikka';'KOK';'08.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0093';'301';'Hannu';'Koski-Lammi';'autoilija, yrittäjä';'Kurikka';'KOK';'10.07.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0094';'301';'Pekka';'Koskinen';'opetusneuvos';'Kurikka';'KOK';'04.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0079';'301';'Katariina';'Siekkinen';'tradenomi';'Kurikka';'VIHR';'11.05.2017';'11.05.2017';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0097';'301';'Minna';'Leppinen';'filosofian maisteri, äidinkielen opettaja';'Kurikka';'KOK';'29.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0098';'301';'Esko';'Liukku';'metsätalousinsinööri (AMK)';'Kurikka';'KOK';'15.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0099';'301';'Marjo';'Louvo';'yo-merkonomi, yrittäjä (YTS)';'Kurikka';'KOK';'27.04.2017';'';'';'';'50,00';'50,00';'';'';'';'';'';'';'';'';'';'';'50,00';'50,00';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0100';'301';'Anna-Liisa';'Myllymäki';'yrittäjä, eläkeläinen';'Kurikka';'KOK';'23.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0101';'301';'Veli-Matti';'Penttilä';'maanviljelijä';'Kurikka';'KOK';'31.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0104';'301';'Harri';'Salonen';'sydänkirurgi, yrittäjä';'Kurikka';'KOK';'09.06.2017';'';'';'';'2000';'1228';'';'';'40';'';'';'672';'';'';'';'60';'2000';'760';'';'150';'X';'';'1090';'X';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0105';'301';'Timo';'Samppala';'maanviljelijä, urakoitsija';'Kurikka';'KOK';'19.07.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';'2 lehti-ilmoitusta yht. 229,02 €'
'0110';'301';'Mikko';'Säntti';'yrittäjä, kaptl.evp.';'Kurikka';'KOK';'28.04.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0112';'301';'Marja-Liisa';'Vettenranta';'kouluttaja, insinööri (YAMK)';'Kurikka';'KOK';'06.06.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0113';'301';'Jarmo';'Alajoki';'maaseutuyrittäjä';'Kurikka';'KESK';'08.06.2017';'09.06.2017';'';'';'1608';'914';'';'';'';'';'382';'312';'';'';'';'';'1608';'1608';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0114';'301';'Teppo';'Ala-Kasari';'lukiolainen';'Kurikka';'KESK';'03.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0116';'301';'Pekka';'Alakoski';'hallintotieteiden yo, opiskelija';'Kurikka';'KESK';'07.06.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0117';'301';'Jukka';'Ala-Luopa';'rehtori, erityisluokanopettaja';'Kurikka';'KESK';'29.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0118';'301';'Rami';'Ala-Nisula';'projektipäällikkö, yrittäjä';'Kurikka';'KESK';'15.06.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0119';'301';'Raija';'Hakola';'yo-merkonomi, kaupunginvaltuutettu';'Kurikka';'KESK';'12.05.2017';'';'';'';'992';'697';'';'';'';'';'';'295';'';'';'';'';'992';'992';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0120';'301';'Aulis';'Harju';'rovasti, eläkeläinen';'Kurikka';'KESK';'02.06.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';'(Noin 400 euroa)'
'0122';'301';'Matti';'Hiipakka';'tekninen johtaja, eläkeläinen';'Kurikka';'KESK';'27.04.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0124';'301';'Arja';'Kananoja';'agrologi (YAMK)';'Kurikka';'KESK';'29.06.2017';'';'';'';'900';'900';'';'';'';'';'';'';'';'';'';'';'900';'900';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0126';'301';'Olli';'Kangas';'yrittäjä';'Kurikka';'KESK';'12.06.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0129';'301';'Mari';'Kittilä';'päiväkodinjohtaja, kotiäiti';'Kurikka';'KESK';'27.04.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0077';'301';'Ville';'Nisonen';'yksikönjohtaja';'Kurikka';'VIHR';'11.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0133';'301';'Seppo';'Korpi';'maaseutuyrittäjä';'Kurikka';'KESK';'16.06.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0134';'301';'Anna-Maija';'Koskela';'luokanopettaja, KM';'Kurikka';'KESK';'12.06.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0135';'301';'Mervi';'Kujanpää-Mannila';'maatalousyrittäjä';'Kurikka';'KESK';'28.05.2017';'';'';'';'1674,20';'619,50';'0';'0';'0';'0';'0';'686,40';'0';'0';'0';'368,30';'1674,20';'1674,20';'0';'0';'X';'';'0';'X';'';'0';'X';'';'0';'X';'';'0';'X';'';'0';''
'0136';'301';'Heidi';'Kuja-Perälä';'toimistosihteeri, terveydenhoitaja (AMK)';'Kurikka';'KESK';'27.04.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0139';'301';'Hannu';'Laulaja';'kiinteistöhuoltoyrittäjä';'Kurikka';'KESK';'16.08.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0141';'301';'Eija';'Marttila';'sairaanhoitaja, eläkeläinen';'Kurikka';'KESK';'08.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0142';'301';'Juha';'Mieto';'kaupunginvaltuutettu';'Kurikka';'KESK';'14.06.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0143';'301';'Juha';'Mikkilä';'maa- ja metsätalousyrittäjä, merkonomi';'Kurikka';'KESK';'07.06.2017';'';'';'';'2303,36';'1140,86';'';'';'';'';'';'1162,50';'';'';'';'';'2303,36';'2303,36';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0144';'301';'Juhani';'Mäki';'kaupunginvaltuutettu, kaupunginhallituksen pj';'Kurikka';'KESK';'20.10.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0147';'301';'Eija';'Mäntymäki';'YAMK-insinööri, eläkeläinen';'Kurikka';'KESK';'26.06.2017';'';'';'';'300';'300';'';'';'';'';'';'';'';'';'';'';'300';'300';'0';'0';'X';'';'0';'X';'';'0';' ';'';'0';' ';'';'0';' ';'';'';''
'0125';'301';'Olavi';'Kandolin';'käynnissäpitäjä, nuorisotyöntekijä';'Kurikka';'KESK';'02.07.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0148';'301';'Jaakko';'Niemi';'maatalousyrittäjä';'Kurikka';'KESK';'12.06.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0150';'301';'Kaija';'Nyysti';'yrittäjä';'Kurikka';'KESK';'01.06.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0152';'301';'Matti';'Ollila';'toimitusjohtaja';'Kurikka';'KESK';'08.05.2017';'';'';'';'2280';'2280';'';'';'';'';'';'';'';'';'';'';'2280';'2280';'';'';' ';'';'';' ';'';'';'X';'';'';'X';'';'';'X';'';'';''
'0155';'301';'Mikko';'Peura';'maanviljelijä';'Kurikka';'KESK';'13.06.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0156';'301';'Mari';'Pohjavaara';'toiminnanjohtaja, agrologi';'Kurikka';'KESK';'06.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0157';'301';'Vesa';'Porre';'maatalousyrittäjä';'Kurikka';'KESK';'17.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0158';'301';'Anastassia';'Povalisina';'lääkäri';'Kurikka';'KESK';'31.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0159';'301';'Pekka';'Pyylampi';'lähihoitaja';'Kurikka';'KESK';'04.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';'Maksoin puolueen yhteisestä mainoksesta oman osani eli noin 50 euroa. Ajelin tilaisuuksiin omalla autolla.'
'0160';'301';'Sari';'Riskumäki';'omaishoitaja';'Kurikka';'KESK';'01.06.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0163';'301';'Mauri';'Rätti';'vesilaitosasentaja';'Kurikka';'KESK';'05.07.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0165';'301';'Markku';'Saarela';'maatalouslomittaja, yrittäjä';'Kurikka';'KESK';'28.04.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0170';'301';'Sampo';'Tupila';'agrologi (AMK)';'Kurikka';'KESK';'23.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0173';'301';'Tero';'Vuorenmäki';'metallimies';'Kurikka';'KESK';'01.07.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0174';'301';'Anne';'Vuori';'erityisopettaja';'Kurikka';'KESK';'20.06.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0175';'301';'Hannu';'Yli-Peltola';'maatalousyrittäjä';'Kurikka';'KESK';'09.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0017';'399';'Saara';'Mullo';'yrittäjä';'Laihia';'KESK';'09.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0018';'399';'Riikka';'Mäki';'varatuomari, hallinto-oikeustuomari';'Laihia';'KESK';'18.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0019';'399';'Juha';'Mäki-Rajala';'vastaanottokeskuksen johtaja';'Laihia';'KESK';'12.06.2017';'';'';'';'0';'';'';'';'';'';'';'';'';'';'';'';'0';'';'';'';'X';'';'';'X';'';'';'X';'';'';' ';'';'';'X';'';'';''
'0020';'399';'Minna';'Niemi';'isännöitsijä';'Laihia';'KESK';'30.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0021';'399';'Jussi K';'Niemistö';'maanviljelijä, eläkeläinen';'Laihia';'KESK';'13.07.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0022';'399';'Tapio';'Nyysti';'rikosylikomisario';'Laihia';'KESK';'11.06.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0024';'399';'Saila';'Pohjavaara';'kulttuurialan artenomi, parturi-kampaaja yrittäjä';'Laihia';'KESK';'29.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0025';'399';'Miika';'Pohjola';'opiskelija';'Laihia';'KESK';'13.06.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0026';'399';'Sakari';'Poti';'kapteeniluutnantti evp';'Laihia';'KESK';'19.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';'Kaksi ilmoitusta paikallislehdessä á 100 eur yht. 200 eur.'
'0027';'399';'Olli';'Raatikainen';'FL, yliopisto-opettaja';'Laihia';'KESK';'29.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0016';'399';'Päivi';'Miskala';'yrittäjä';'Laihia';'KESK';'24.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0028';'399';'Lea';'Ranne';'liikkeenharjoittaja';'Laihia';'KESK';'08.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0029';'399';'Heikki';'Riippi';'maanviljelijä, eläkeläinen';'Laihia';'KESK';'11.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0030';'399';'Anneli';'Riski';'sosiaalityöntekijä, YTM';'Laihia';'KESK';'08.06.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0032';'399';'Petri';'Somppi';'teknisentyön lehtori, opettaja';'Laihia';'KESK';'12.06.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0033';'399';'Kati';'Tiala';'erityisopettaja KM, työnohjaaja';'Laihia';'KESK';'29.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0034';'399';'Marja';'Vettenranta';'HTM, koulutusvastaava';'Laihia';'KESK';'23.04.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0035';'399';'Kaija';'Visuri';'suuhygienisti, eläkeläinen';'Laihia';'KESK';'12.06.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0037';'399';'Raimo O';'Kinnari';'merkonomi';'Laihia';'VAS';'05.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';'SÄHKÖINEN ILM. EI ONNISTUNUT. '
'0038';'399';'Eija';'Koski';'aluetoimitsija JHL';'Laihia';'VAS';'10.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0040';'399';'Pekka';'Panttila';'rakennusinsinööri, eläkeläinen';'Laihia';'VAS';'09.05.2017';'';'';'';'448';'253';'';'';'';'';'';'195';'';'';'';'';'448';'448';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';''
'0013';'399';'Teemu';'Knuutti';'nuoriso-ohjaaja, lähihoitaja';'Laihia';'KESK';'13.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0042';'399';'Jouko';'Ranta';'raudoittaja, eläkeläinen';'Laihia';'VAS';'28.04.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0043';'399';'Erkki';'Aro';'yhteyspäällikkö';'Laihia';'KOK';'02.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0044';'399';'Piia';'Eerola';'sosionomi YAMK';'Laihia';'KOK';'26.04.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0045';'399';'Tiina';'Friman';'tulliylitarkastaja';'Laihia';'KOK';'09.06.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0046';'399';'Antti';'Holappa';'yrittäjä';'Laihia';'KOK';'07.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0048';'399';'Janne (Perälä)';'Laine';'DI, tekninen asiakkuuspäällikkö';'Laihia';'KOK';'22.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';'ei ulkopuolista tukea.'
'0049';'399';'Mari';'Lampinen-Tuomela';'työnohjaaja, kouluttaja';'Laihia';'KOK';'12.06.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0050';'399';'Joni';'Leppilahti';'sähköinsinööri';'Laihia';'KOK';'21.04.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0053';'399';'Heikki';'Mäkinen';'yliluutnantti evp';'Laihia';'KOK';'19.05.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0054';'399';'Marjo';'Niemelä';'ryhmäperhepäivähoitaja';'Laihia';'KOK';'27.04.2017';'27.04.2017';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0051';'399';'Jari';'Lönn';'projektipäällikkö';'Laihia';'KOK';'27.07.2017';'';'';'X';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
